topic,cluster,centrality,frequency,pareto_score,Top20Percent
http api,0,0.714546807562288,0.0,0.5001827652936016,False
eigen vectors,0,0.7143181629674463,0.0,0.5000227140772124,False
restlet resources,0,0.7141341035390837,0.0,0.49989387247735856,False
ibmxl compilers,0,0.7141079454960425,0.0,0.4998755618472297,False
probabilities emission,0,0.7135790658727725,0.0,0.4995053461109407,False
create xsd,0,0.7131104450612047,0.0,0.4991773115428432,False
elastic ants,0,0.7130172504139325,0.0,0.4991120752897527,False
cloud deployment,0,0.7129856913174698,0.0,0.4990899839222288,False
hit cache,0,0.7127595883948263,0.0,0.4989317118763784,False
assume average,0,0.7125236364924143,0.0,0.49876654554469,False
simplifications formula,0,0.7123414833182005,0.0,0.4986390383227403,False
protein folding,0,0.711981307187095,0.0,0.49838691503096644,False
xquery following,0,0.7112823473325531,0.0,0.49789764313278717,False
client restful,0,0.7112591545737433,0.0,0.4978814082016203,False
review http,0,0.7112373385540409,0.0,0.4978661369878286,False
cache miss,0,0.7111964599928511,0.0,0.4978375219949957,False
service jax,0,0.7091806491820517,0.0,0.49642645442743616,False
reducible satisfiability,0,0.709180331473027,0.0,0.49642623203111885,False
ga parameters,0,0.7088272508434751,0.0,0.4961790755904325,False
client randservice,0,0.7083274415959736,0.0,0.4958292091171815,False
http servlets,0,0.707894192389166,0.0,0.4955259346724161,False
ibm xlcompilers,0,0.7076258341662252,0.0,0.4953380839163576,False
servlets restful,0,0.7073959716867884,0.0,0.4951771801807518,False
selection cost,0,0.7071614494749879,0.0,0.49501301463249153,False
exponential distribution,0,0.7067563175168744,0.0,0.49472942226181205,False
clients jsonp,0,0.7066784258542963,0.0,0.49467489809800735,False
captioning lstms,0,0.7057638474749292,0.0,0.49403469323245036,False
cache misses,0,0.7048716146303057,0.0,0.49341013024121394,False
biomolecules dna,0,0.7043345804753994,0.0,0.49303420633277956,False
r4000 pipeline,0,0.7033605905083963,0.0,0.49235241335587737,False
protein stability,0,0.703250927943339,0.0,0.49227564956033726,False
publishing soap,0,0.7025096598369958,0.0,0.491756761885897,False
expectation variance,0,0.7024458532745168,0.0,0.49171209729216175,False
positive test,0,0.6995964798856722,0.0,0.4897175359199705,False
publishing jax,0,0.697954718500061,0.0,0.48856830295004267,False
forces proteins,0,0.6970203892096526,0.0,0.4879142724467568,False
packt publishing,1,0.6916367568330527,0.0,0.48414572978313686,False
service httpservlet,0,0.6866174308048806,0.0,0.48063220156341635,False
angular js,-1,0.0,0.0,0.0,False
address statements,-1,0.0,0.0,0.0,False
outcome co4,-1,0.0,0.0,0.0,False
following sentence,-1,0.0,0.0,0.0,False
declared null,-1,0.0,0.0,0.0,False
using knn,-1,0.0,0.0,0.0,False
simplex,-1,0.0,0.0,0.0,False
determine outliers,-1,0.0,0.0,0.0,False
enumeration deduction,-1,0.0,0.0,0.0,False
use preaggregation,-1,0.0,0.0,0.0,False
techniques morgan,-1,0.0,0.0,0.0,False
pheromone updated,-1,0.0,0.0,0.0,False
experiment objective,-1,0.0,0.0,0.0,False
syllabus dwells,-1,0.0,0.0,0.0,False
mandatory fields,-1,0.0,0.0,0.0,False
initialization stopping,-1,0.0,0.0,0.0,False
decidable order,-1,0.0,0.0,0.0,False
confusion matrix,-1,0.0,0.0,0.0,False
marks 5x5,-1,0.0,0.0,0.0,False
inertia weight,-1,0.0,0.0,0.0,False
compare processes,-1,0.0,0.0,0.0,False
thousandth city,-1,0.0,0.0,0.0,False
manohar discrete,-1,0.0,0.0,0.0,False
switch statements,-1,0.0,0.0,0.0,False
function tall,-1,0.0,0.0,0.0,False
register allocator,-1,0.0,0.0,0.0,False
best tour,-1,0.0,0.0,0.0,False
lease resources,-1,0.0,0.0,0.0,False
rosen discrete,-1,0.0,0.0,0.0,False
ribosome translation,-1,0.0,0.0,0.0,False
attribute age,-1,0.0,0.0,0.0,False
ii begin,-1,0.0,0.0,0.0,False
climate,-1,0.0,0.0,0.0,False
maximum velocity,-1,0.0,0.0,0.0,False
10 11,-1,0.0,0.0,0.0,False
mutual information,-1,0.0,0.0,0.0,False
separable sets,-1,0.0,0.0,0.0,False
allied streams,-1,0.0,0.0,0.0,False
courville,-1,0.0,0.0,0.0,False
regression hours,-1,0.0,0.0,0.0,False
conditions a0,-1,0.0,0.0,0.0,False
min composition,-1,0.0,0.0,0.0,False
diagram bdd,-1,0.0,0.0,0.0,False
dmql representation,-1,0.0,0.0,0.0,False
omega test,-1,0.0,0.0,0.0,False
innovative ideas,-1,0.0,0.0,0.0,False
distinct coupons,-1,0.0,0.0,0.0,False
assume space,-1,0.0,0.0,0.0,False
uniform exponential,-1,0.0,0.0,0.0,False
sour fruits,-1,0.0,0.0,0.0,False
ddbj genbank,-1,0.0,0.0,0.0,False
liveness analysis,-1,0.0,0.0,0.0,False
parts,-1,0.0,0.0,0.0,False
integer linear,-1,0.0,0.0,0.0,False
arts festival,-1,0.0,0.0,0.0,False
advisor forwards,-1,0.0,0.0,0.0,False
cdma cellular,-1,0.0,0.0,0.0,False
output td,-1,0.0,0.0,0.0,False
congruence closure,-1,0.0,0.0,0.0,False
travelling salesman,-1,0.0,0.0,0.0,False
pigeonhole principle,-1,0.0,0.0,0.0,False
draw snowflake,-1,0.0,0.0,0.0,False
having disease,-1,0.0,0.0,0.0,False
nordstrom experiencing,-1,0.0,0.0,0.0,False
computed gate,-1,0.0,0.0,0.0,False
youtube justify,-1,0.0,0.0,0.0,False
tom wants,-1,0.0,0.0,0.0,False
minimum confidence,-1,0.0,0.0,0.0,False
single output,-1,0.0,0.0,0.0,False
generating function,-1,0.0,0.0,0.0,False
leaves faculty,-1,0.0,0.0,0.0,False
restaurant thai,-1,0.0,0.0,0.0,False
functional consistency,-1,0.0,0.0,0.0,False
python ml,-1,0.0,0.0,0.0,False
proof soundness,-1,0.0,0.0,0.0,False
generating loads,-1,0.0,0.0,0.0,False
hod view,-1,0.0,0.0,0.0,False
folding ramachandran,-1,0.0,0.0,0.0,False
pheromone updation,-1,0.0,0.0,0.0,False
mode goto,-1,0.0,0.0,0.0,False
daniel jurafsky,-1,0.0,0.0,0.0,False
rate 2ghz,-1,0.0,0.0,0.0,False
roulette wheel,-1,0.0,0.0,0.0,False
theorems results,-1,0.0,0.0,0.0,False
adaboost gradient,-1,0.0,0.0,0.0,False
40mhz processor,-1,0.0,0.0,0.0,False
forwarding,-1,0.0,0.0,0.0,False
copy propagation,-1,0.0,0.0,0.0,False
differentiate pam,-1,0.0,0.0,0.0,False
bias activations,-1,0.0,0.0,0.0,False
hat checker,-1,0.0,0.0,0.0,False
oranges limes,-1,0.0,0.0,0.0,False
unrooted trees,-1,0.0,0.0,0.0,False
olap operations,-1,0.0,0.0,0.0,False
fp growth,-1,0.0,0.0,0.0,False
bluetooth zigbee,-1,0.0,0.0,0.0,False
fisher discriminant,-1,0.0,0.0,0.0,False
basic blocks,-1,0.0,0.0,0.0,False
enable pattern,-1,0.0,0.0,0.0,False
danny ayers,-1,0.0,0.0,0.0,False
feller introduction,-1,0.0,0.0,0.0,False
clamping inertia,-1,0.0,0.0,0.0,False
growth enumeration,-1,0.0,0.0,0.0,False
different angular,-1,0.0,0.0,0.0,False
kalin java,-1,0.0,0.0,0.0,False
module regularization,-1,0.0,0.0,0.0,False
cosine similarity,-1,0.0,0.0,0.0,False
zigbee standard,-1,0.0,0.0,0.0,False
photograph contains,-1,0.0,0.0,0.0,False
kaufmann publication,-1,0.0,0.0,0.0,False
transferred hash,-1,0.0,0.0,0.0,False
xor r10,-1,0.0,0.0,0.0,False
elimination omega,-1,0.0,0.0,0.0,False
medium,-1,0.0,0.0,0.0,False
weighing terms,-1,0.0,0.0,0.0,False
velocity update,-1,0.0,0.0,0.0,False
doctor 2022,-1,0.0,0.0,0.0,False
david,-1,0.0,0.0,0.0,False
examiner senior,-1,0.0,0.0,0.0,False
cockburn agile,-1,0.0,0.0,0.0,False
ttest feature,-1,0.0,0.0,0.0,False
approved hod,-1,0.0,0.0,0.0,False
variance binomial,-1,0.0,0.0,0.0,False
quickest way,-1,0.0,0.0,0.0,False
answering farmers,-1,0.0,0.0,0.0,False
stream related,-1,0.0,0.0,0.0,False
tata mcgraw,-1,0.0,0.0,0.0,False
answers relatively,-1,0.0,0.0,0.0,False
indexing encrypted,-1,0.0,0.0,0.0,False
uncountable sets,-1,0.0,0.0,0.0,False
compute bdd,-1,0.0,0.0,0.0,False
explain maintenance,-1,0.0,0.0,0.0,False
randservice javaclient,-1,0.0,0.0,0.0,False
gru cell,-1,0.0,0.0,0.0,False
lam ravi,-1,0.0,0.0,0.0,False
ramachandran plot,-1,0.0,0.0,0.0,False
box chosen,-1,0.0,0.0,0.0,False
variability space,-1,0.0,0.0,0.0,False
mandatory access,-1,0.0,0.0,0.0,False
features bigquery,-1,0.0,0.0,0.0,False
patching pass,-1,0.0,0.0,0.0,False
events times,-1,0.0,0.0,0.0,False
trace based,-1,0.0,0.0,0.0,False
sudharshan database,-1,0.0,0.0,0.0,False
springer international,-1,0.0,0.0,0.0,False
principles permutations,-1,0.0,0.0,0.0,False
complexity class,-1,0.0,0.0,0.0,False
form solution,-1,0.0,0.0,0.0,False
base cuboid,-1,0.0,0.0,0.0,False
rendering elements,-1,0.0,0.0,0.0,False
ican intermediate,-1,0.0,0.0,0.0,False
brief history,-1,0.0,0.0,0.0,False
snowflake schema,-1,0.0,0.0,0.0,False
components comparison,-1,0.0,0.0,0.0,False
pso comparison,-1,0.0,0.0,0.0,False
bitmap,-1,0.0,0.0,0.0,False
theoretical point,-1,0.0,0.0,0.0,False
formal,-1,0.0,0.0,0.0,False
trust management,-1,0.0,0.0,0.0,False
json,-1,0.0,0.0,0.0,False
fruit removed,-1,0.0,0.0,0.0,False
properly certified,-1,0.0,0.0,0.0,False
iv begin,-1,0.0,0.0,0.0,False
javaclient randservice,-1,0.0,0.0,0.0,False
priced food,-1,0.0,0.0,0.0,False
10,-1,0.0,0.0,0.0,False
accepts inputs,-1,0.0,0.0,0.0,False
rdb design,-1,0.0,0.0,0.0,False
interface specification,-1,0.0,0.0,0.0,False
introduction wiley,-1,0.0,0.0,0.0,False
independent observations,-1,0.0,0.0,0.0,False
abraham silberschatz,-1,0.0,0.0,0.0,False
edition reilly,-1,0.0,0.0,0.0,False
expected number,-1,0.0,0.0,0.0,False
soumen chakrabarti,-1,0.0,0.0,0.0,False
meals certain,-1,0.0,0.0,0.0,False
instantiations ackermann,-1,0.0,0.0,0.0,False
type hazards,-1,0.0,0.0,0.0,False
surfaces representatives,-1,0.0,0.0,0.0,False
edition springer,-1,0.0,0.0,0.0,False
finding contacts,-1,0.0,0.0,0.0,False
stratified sampling,-1,0.0,0.0,0.0,False
scheduling percolation,-1,0.0,0.0,0.0,False
disadvantages dbscan,-1,0.0,0.0,0.0,False
thymine genome,-1,0.0,0.0,0.0,False
cosets normal,-1,0.0,0.0,0.0,False
birthday paradox,-1,0.0,0.0,0.0,False
foreign key,-1,0.0,0.0,0.0,False
dullness feelings,-1,0.0,0.0,0.0,False
error mae,-1,0.0,0.0,0.0,False
write xquery,-1,0.0,0.0,0.0,False
subgroups generators,-1,0.0,0.0,0.0,False
deficiency vitamins,-1,0.0,0.0,0.0,False
block,-1,0.0,0.0,0.0,False
free space,-1,0.0,0.0,0.0,False
boundary change,-1,0.0,0.0,0.0,False
base pairing,-1,0.0,0.0,0.0,False
customers new,-1,0.0,0.0,0.0,False
symbol table,-1,0.0,0.0,0.0,False
percentage cytosine,-1,0.0,0.0,0.0,False
edge costs,-1,0.0,0.0,0.0,False
manning schuetze,-1,0.0,0.0,0.0,False
vowels,-1,0.0,0.0,0.0,False
approaches angularjs,-1,0.0,0.0,0.0,False
calculate impact,-1,0.0,0.0,0.0,False
rmse squared,-1,0.0,0.0,0.0,False
avg_grade,-1,0.0,0.0,0.0,False
corresponding chromosome,-1,0.0,0.0,0.0,False
mamdani inference,-1,0.0,0.0,0.0,False
size rtcp,-1,0.0,0.0,0.0,False
repetitions allowed,-1,0.0,0.0,0.0,False
spam filtering,-1,0.0,0.0,0.0,False
yang school,-1,0.0,0.0,0.0,False
beginning angular,-1,0.0,0.0,0.0,False
response time,-1,0.0,0.0,0.0,False
conjugate prior,-1,0.0,0.0,0.0,False
jian pei,-1,0.0,0.0,0.0,False
prove irrational,-1,0.0,0.0,0.0,False
gamma function,-1,0.0,0.0,0.0,False
good way,-1,0.0,0.0,0.0,False
agile process,-1,0.0,0.0,0.0,False
located,-1,0.0,0.0,0.0,False
audio compression,-1,0.0,0.0,0.0,False
equation tij,-1,0.0,0.0,0.0,False
polynomial regression,-1,0.0,0.0,0.0,False
represents station,-1,0.0,0.0,0.0,False
inner product,-1,0.0,0.0,0.0,False
cantor diagonalization,-1,0.0,0.0,0.0,False
w0 w1x1,-1,0.0,0.0,0.0,False
considered,-1,0.0,0.0,0.0,False
wrong predictions,-1,0.0,0.0,0.0,False
base cpi,-1,0.0,0.0,0.0,False
opt meals,-1,0.0,0.0,0.0,False
location product,-1,0.0,0.0,0.0,False
221ecs005 automated,-1,0.0,0.0,0.0,False
sahami crc,-1,0.0,0.0,0.0,False
apriori fp,-1,0.0,0.0,0.0,False
climate comfortability,-1,0.0,0.0,0.0,False
best split,-1,0.0,0.0,0.0,False
factored conditional,-1,0.0,0.0,0.0,False
attend separately,-1,0.0,0.0,0.0,False
extracted promotion,-1,0.0,0.0,0.0,False
interactive audio,-1,0.0,0.0,0.0,False
small high,-1,0.0,0.0,0.0,False
vitamin contents,-1,0.0,0.0,0.0,False
multiplications uninterrupted,-1,0.0,0.0,0.0,False
biochemistry 5th,-1,0.0,0.0,0.0,False
scores 585,-1,0.0,0.0,0.0,False
explain locate,-1,0.0,0.0,0.0,False
generating functions,-1,0.0,0.0,0.0,False
dags addresses,-1,0.0,0.0,0.0,False
environments eucalyptus,-1,0.0,0.0,0.0,False
commit protocols,-1,0.0,0.0,0.0,False
parallelism case,-1,0.0,0.0,0.0,False
kurose keith,-1,0.0,0.0,0.0,False
extension multimedia,-1,0.0,0.0,0.0,False
question carry,-1,0.0,0.0,0.0,False
ant quantity,-1,0.0,0.0,0.0,False
healthy 1000,-1,0.0,0.0,0.0,False
finance focus,-1,0.0,0.0,0.0,False
smaller smaller,-1,0.0,0.0,0.0,False
morgan kaufmann,-1,0.0,0.0,0.0,False
indexed,-1,0.0,0.0,0.0,False
morghan kaufmann,-1,0.0,0.0,0.0,False
dot plot,-1,0.0,0.0,0.0,False
ipv6,-1,0.0,0.0,0.0,False
tested flu,-1,0.0,0.0,0.0,False
proof contrapositive,-1,0.0,0.0,0.0,False
life cycle,-1,0.0,0.0,0.0,False
imagery analysed,-1,0.0,0.0,0.0,False
fpr f1,-1,0.0,0.0,0.0,False
bhattacharya distance,-1,0.0,0.0,0.0,False
koutroumbas pattern,-1,0.0,0.0,0.0,False
hamiltonian cycle,-1,0.0,0.0,0.0,False
risk churning,-1,0.0,0.0,0.0,False
peering agreement,-1,0.0,0.0,0.0,False
convergence ga,-1,0.0,0.0,0.0,False
jsonp brings,-1,0.0,0.0,0.0,False
wireless links,-1,0.0,0.0,0.0,False
elsevier science,-1,0.0,0.0,0.0,False
local alignment,-1,0.0,0.0,0.0,False
10ar initial,-1,0.0,0.0,0.0,False
different gaussian,-1,0.0,0.0,0.0,False
resource pool,-1,0.0,0.0,0.0,False
50fahrenheit humidity,-1,0.0,0.0,0.0,False
entrepreneurship industry,-1,0.0,0.0,0.0,False
xn independent,-1,0.0,0.0,0.0,False
components directives,-1,0.0,0.0,0.0,False
restriction choice,-1,0.0,0.0,0.0,False
paths given,-1,0.0,0.0,0.0,False
transformation loading,-1,0.0,0.0,0.0,False
improve apriori,-1,0.0,0.0,0.0,False
captioning vanilla,-1,0.0,0.0,0.0,False
ways invite,-1,0.0,0.0,0.0,False
clock cycles,-1,0.0,0.0,0.0,False
rcsb pdb,-1,0.0,0.0,0.0,False
purpose node,-1,0.0,0.0,0.0,False
depending food,-1,0.0,0.0,0.0,False
men hat,-1,0.0,0.0,0.0,False
zeros smoothing,-1,0.0,0.0,0.0,False
discuss documentation,-1,0.0,0.0,0.0,False
pentium address,-1,0.0,0.0,0.0,False
lagrange theorem,-1,0.0,0.0,0.0,False
average ese,-1,0.0,0.0,0.0,False
blast fasta,-1,0.0,0.0,0.0,False
open nebula,-1,0.0,0.0,0.0,False
join materialized,-1,0.0,0.0,0.0,False
manhattan distance,-1,0.0,0.0,0.0,False
ruan guoqing,-1,0.0,0.0,0.0,False
complementary strand,-1,0.0,0.0,0.0,False
fool wit,-1,0.0,0.0,0.0,False
eigen analysis,-1,0.0,0.0,0.0,False
processors stalled,-1,0.0,0.0,0.0,False
fis,-1,0.0,0.0,0.0,False
michael huth,-1,0.0,0.0,0.0,False
faculty produced,-1,0.0,0.0,0.0,False
hidden markov,-1,0.0,0.0,0.0,False
instructions quadruples,-1,0.0,0.0,0.0,False
christelbaier joost,-1,0.0,0.0,0.0,False
tuples transferred,-1,0.0,0.0,0.0,False
density discriminant,-1,0.0,0.0,0.0,False
highest population,-1,0.0,0.0,0.0,False
species phylogeny,-1,0.0,0.0,0.0,False
work breakdown,-1,0.0,0.0,0.0,False
weights value,-1,0.0,0.0,0.0,False
application multipage,-1,0.0,0.0,0.0,False
green box,-1,0.0,0.0,0.0,False
finding dependencies,-1,0.0,0.0,0.0,False
byte described,-1,0.0,0.0,0.0,False
addison wesley,-1,0.0,0.0,0.0,False
count avg_grade,-1,0.0,0.0,0.0,False
missing variables,-1,0.0,0.0,0.0,False
mod sum,-1,0.0,0.0,0.0,False
conserved regions,-1,0.0,0.0,0.0,False
hwang geoffrey,-1,0.0,0.0,0.0,False
regular expression,-1,0.0,0.0,0.0,False
stochastic gradient,-1,0.0,0.0,0.0,False
achieved,-1,0.0,0.0,0.0,False
doctor charges,-1,0.0,0.0,0.0,False
branch bound,-1,0.0,0.0,0.0,False
source destination,-1,0.0,0.0,0.0,False
constellation schemas,-1,0.0,0.0,0.0,False
e3,-1,0.0,0.0,0.0,False
adequate,-1,0.0,0.0,0.0,False
percolation scheduling,-1,0.0,0.0,0.0,False
compute aggregate,-1,0.0,0.0,0.0,False
sweep collector,-1,0.0,0.0,0.0,False
ass,-1,0.0,0.0,0.0,False
velocity clamping,-1,0.0,0.0,0.0,False
level parallelism,-1,0.0,0.0,0.0,False
kerala glance,-1,0.0,0.0,0.0,False
hart richard,-1,0.0,0.0,0.0,False
following lemma,-1,0.0,0.0,0.0,False
kernels basic,-1,0.0,0.0,0.0,False
marketing campaigns,-1,0.0,0.0,0.0,False
position social,-1,0.0,0.0,0.0,False
grus words,-1,0.0,0.0,0.0,False
time flies,-1,0.0,0.0,0.0,False
join cost,-1,0.0,0.0,0.0,False
coupon selected,-1,0.0,0.0,0.0,False
miss rate,-1,0.0,0.0,0.0,False
selection outlier,-1,0.0,0.0,0.0,False
population russian,-1,0.0,0.0,0.0,False
prevent unnecessary,-1,0.0,0.0,0.0,False
iaas availability,-1,0.0,0.0,0.0,False
estimated dbscan,-1,0.0,0.0,0.0,False
kevin murphy,-1,0.0,0.0,0.0,False
enlist advantages,-1,0.0,0.0,0.0,False
tseitin encoding,-1,0.0,0.0,0.0,False
solving quantitativeevaluation,-1,0.0,0.0,0.0,False
sweet fruits,-1,0.0,0.0,0.0,False
kernel trick,-1,0.0,0.0,0.0,False
rule deduced,-1,0.0,0.0,0.0,False
marks 5x7,-1,0.0,0.0,0.0,False
internetwork quality,-1,0.0,0.0,0.0,False
thai food,-1,0.0,0.0,0.0,False
devise membership,-1,0.0,0.0,0.0,False
uninterpreted functions,-1,0.0,0.0,0.0,False
outcome co1,-1,0.0,0.0,0.0,False
convergence pso,-1,0.0,0.0,0.0,False
prentice hall,-1,0.0,0.0,0.0,False
number passengers,-1,0.0,0.0,0.0,False
experiments noted,-1,0.0,0.0,0.0,False
encryption primary,-1,0.0,0.0,0.0,False
pheromone edges,-1,0.0,0.0,0.0,False
recall sensitivity,-1,0.0,0.0,0.0,False
area india,-1,0.0,0.0,0.0,False
37 documents,-1,0.0,0.0,0.0,False
numbers 400,-1,0.0,0.0,0.0,False
zigbee 802,-1,0.0,0.0,0.0,False
colours feelings,-1,0.0,0.0,0.0,False
translation array,-1,0.0,0.0,0.0,False
chapters composed,-1,0.0,0.0,0.0,False
does matter,-1,0.0,0.0,0.0,False
dogma molecular,-1,0.0,0.0,0.0,False
set stored,-1,0.0,0.0,0.0,False
120,-1,0.0,0.0,0.0,False
contrapositive proof,-1,0.0,0.0,0.0,False
perl client,-1,0.0,0.0,0.0,False
shall examiners,-1,0.0,0.0,0.0,False
mohammadian intelligent,-1,0.0,0.0,0.0,False
chromosomes corresponding,-1,0.0,0.0,0.0,False
normal equations,-1,0.0,0.0,0.0,False
multiplication principles,-1,0.0,0.0,0.0,False
human beings,-1,0.0,0.0,0.0,False
lab fair,-1,0.0,0.0,0.0,False
like,-1,0.0,0.0,0.0,False
seats 30,-1,0.0,0.0,0.0,False
outcome co2,-1,0.0,0.0,0.0,False
partitioning replication,-1,0.0,0.0,0.0,False
boundary detection,-1,0.0,0.0,0.0,False
inclusion exclusion,-1,0.0,0.0,0.0,False
iii es,-1,0.0,0.0,0.0,False
thursday applies,-1,0.0,0.0,0.0,False
subset s1,-1,0.0,0.0,0.0,False
bryant reduction,-1,0.0,0.0,0.0,False
intermediate representation,-1,0.0,0.0,0.0,False
evaporation factor,-1,0.0,0.0,0.0,False
iam practices,-1,0.0,0.0,0.0,False
ambiguity pragmatic,-1,0.0,0.0,0.0,False
names kerala,-1,0.0,0.0,0.0,False
developing map,-1,0.0,0.0,0.0,False
bloom filter,-1,0.0,0.0,0.0,False
pheromone decay,-1,0.0,0.0,0.0,False
phylogenetic tees,-1,0.0,0.0,0.0,False
200 clock,-1,0.0,0.0,0.0,False
role help,-1,0.0,0.0,0.0,False
nebula open,-1,0.0,0.0,0.0,False
kind beautiful,-1,0.0,0.0,0.0,False
investigation development,-1,0.0,0.0,0.0,False
output dependences,-1,0.0,0.0,0.0,False
connected,-1,0.0,0.0,0.0,False
carriers cochin,-1,0.0,0.0,0.0,False
consideration sustainability,-1,0.0,0.0,0.0,False
word2vec visualizing,-1,0.0,0.0,0.0,False
compute pheromone,-1,0.0,0.0,0.0,False
page promote,-1,0.0,0.0,0.0,False
impact,-1,0.0,0.0,0.0,False
normal forms,-1,0.0,0.0,0.0,False
approaches proximity,-1,0.0,0.0,0.0,False
expressiveness vs,-1,0.0,0.0,0.0,False
sub r4,-1,0.0,0.0,0.0,False
bias variance,-1,0.0,0.0,0.0,False
packages roles,-1,0.0,0.0,0.0,False
transmissions customer,-1,0.0,0.0,0.0,False
persons attend,-1,0.0,0.0,0.0,False
tpr measures,-1,0.0,0.0,0.0,False
apply duty,-1,0.0,0.0,0.0,False
reasoning gmp,-1,0.0,0.0,0.0,False
json javascript,-1,0.0,0.0,0.0,False
crushed key,-1,0.0,0.0,0.0,False
bloom join,-1,0.0,0.0,0.0,False
